"","1","2","3","4","5","6","7","8","9","10","11","12"
"1",0,0.925916655031694,0.891152888889651,0.914957213511758,0.929784192695515,0.747048062764912,0.926496621674865,0.954863710632231,0.804115627100713,0.920839402653607,0.934140807169373,0.943220443199401
"2",0.925916655031694,0,0.795368429793694,0.838918222345768,0.591786254034457,0.865227591174939,0.720021138545555,0.811557052348091,0.811170388524979,0.790291973582404,0.505749258946734,0.812126362670396
"3",0.891152888889651,0.795368429793694,0,0.778115981634047,0.802652868242585,0.89264641681855,0.632646692845668,0.832710389875492,0.87070012117137,0.63865328448938,0.788481993424945,0.837944233009816
"4",0.914957213511758,0.838918222345768,0.778115981634047,0,0.828803889862051,0.930807239122106,0.852405856784696,0.588907309850748,0.910912676803822,0.829463268116697,0.848307826336819,0.617848304154109
"5",0.929784192695515,0.591786254034457,0.802652868242585,0.828803889862051,0,0.869475717862262,0.76645597706381,0.815708076078486,0.85287374037502,0.768289584755341,0.588706499425438,0.792520300388551
"6",0.747048062764912,0.865227591174939,0.89264641681855,0.930807239122106,0.869475717862262,0,0.87465840326631,0.926049008194834,0.709403831463747,0.866889269738658,0.88183518300587,0.913410929772148
"7",0.926496621674865,0.720021138545555,0.632646692845668,0.852405856784696,0.76645597706381,0.87465840326631,0,0.822797924349995,0.836358146666217,0.624159242457508,0.740778532671621,0.829681922801296
"8",0.954863710632231,0.811557052348091,0.832710389875492,0.588907309850748,0.815708076078486,0.926049008194834,0.822797924349995,0,0.898289541962057,0.807991176271525,0.82993203658775,0.534983080621924
"9",0.804115627100713,0.811170388524979,0.87070012117137,0.910912676803822,0.85287374037502,0.709403831463747,0.836358146666217,0.898289541962057,0,0.854493259282208,0.8190378151486,0.883930615678252
"10",0.920839402653607,0.790291973582404,0.63865328448938,0.829463268116697,0.768289584755341,0.866889269738658,0.624159242457508,0.807991176271525,0.854493259282208,0,0.776383515143518,0.801154494307057
"11",0.934140807169373,0.505749258946734,0.788481993424945,0.848307826336819,0.588706499425438,0.88183518300587,0.740778532671621,0.82993203658775,0.8190378151486,0.776383515143518,0,0.810826397181778
"12",0.943220443199401,0.812126362670396,0.837944233009816,0.617848304154109,0.792520300388551,0.913410929772148,0.829681922801296,0.534983080621924,0.883930615678252,0.801154494307057,0.810826397181778,0
